chr	pos	seqbin	stdrate
chr4	161238508	1	  0.810885
chr4	161248508	1	  1.373217
chr4	161258508	1	  1.373217
chr4	161268508	1	  1.373217
chr4	161278508	1	  1.373217
chr4	161288508	1	  1.373217
chr4	161298508	1	  1.373217
chr4	161308508	1	  1.373217
chr4	161318508	1	  1.373217
chr4	161328508	1	  0.164099
chr4	161338508	1	  5.276202
chr4	161348508	1	  0.000000
chr4	161358508	1	  0.000000
chr4	161368508	1	  0.000000
chr4	161378508	1	  0.000000
chr4	161388508	1	  0.000000
chr4	161398508	1	  0.000000
chr4	161408508	1	  0.000000
chr4	161418508	1	  0.000000
chr4	161428508	1	  0.000000
chr4	161438508	1	  0.000000
chr4	161448508	1	  0.667243
chr4	161458508	1	  0.032372
chr4	161468508	1	  0.046716
chr4	161478508	1	  1.446203
chr4	161488508	1	  0.432358
chr4	161498508	1	  1.033169
chr4	161508508	1	  1.368966
chr4	161518508	1	  3.022506
chr4	161528508	1	  2.353411
chr4	161538508	1	  0.111549
chr4	161548508	1	  0.000000
chr4	161558508	1	  0.473463
chr4	161568508	1	  0.196994
chr4	161578508	1	  0.181430
chr4	161588508	1	  0.137488
chr4	161598508	1	  0.000000
chr4	161608508	1	  0.000000
chr4	161618508	1	  0.000000
chr4	161628508	1	  0.000000
chr4	161638508	1	  0.000000
chr4	161648508	1	  0.000000
chr4	161658508	1	  1.271709
chr4	161668508	1	  0.091337
chr4	161678508	1	  0.353203
chr4	161688508	1	  0.334022
chr4	161698508	1	  0.123177
chr4	161708508	1	  0.202858
chr4	161718508	1	  0.245833
chr4	161728508	1	  0.137066
chr4	161738508	1	  0.000000
chr4	161748508	1	  0.000000
chr4	161758508	1	  0.000000
chr4	161768508	1	  0.000000
chr4	161778508	1	  0.000000
chr4	161788508	1	  0.000000
chr4	161798508	1	  0.429270
chr4	161808508	1	  0.925350
chr4	161818508	1	  0.089299
chr4	161828508	1	  0.000000
chr4	161838508	1	  0.552296
chr4	161848508	1	  0.000000
chr4	161858508	1	  0.000000
chr4	161868508	1	  0.777487
chr4	161878508	1	  0.002288
chr4	161888508	1	  0.000000
chr4	161898508	1	  0.000000
chr4	161908508	1	  0.000000
chr4	161918508	1	  0.000000
chr4	161928508	1	  0.102316
chr4	161938508	1	  1.257505
chr4	161948508	1	  0.000000
chr4	161958508	1	  0.031349
chr4	161968508	1	  0.099730
chr4	161978508	1	  0.463536
chr4	161988508	1	  0.026472
chr4	161998508	1	  0.000078
chr4	162008508	1	  0.900500
chr4	162018508	1	 14.165513
chr4	162028508	1	  6.726023
chr4	162038508	1	  0.000926
chr4	162048508	1	  0.488396
chr4	162058508	1	  1.467886
chr4	162068508	1	  1.467886
chr4	162078508	1	  1.467886
chr4	162088508	1	  0.010275
chr4	162098508	1	  0.000000
chr4	162108508	1	  0.000000
chr4	162118508	1	  0.830597
chr4	162128508	1	  0.601623
chr4	162138508	1	  0.396403
chr4	162148508	1	  0.212913
chr4	162158508	1	  0.000000
chr4	162168508	1	  0.000000
chr4	162178508	1	  0.000000
chr4	162188508	1	  0.000000
chr4	162198508	1	  0.000000
chr4	162208508	1	  0.000000
chr4	162218508	1	  0.000000
chr4	162228508	1	  0.000000
chr4	162238508	1	  0.000000
chr4	162248508	1	  0.000000
chr4	162258508	1	  0.000000
chr4	162268508	1	  0.000000
chr4	162278508	1	  0.000000
chr4	162288508	1	  0.000000
chr4	162298508	1	  0.000000
chr4	162308508	1	  0.000000
chr4	162318508	1	  0.000000
chr4	162328508	1	  0.000000
chr4	162338508	1	  0.000000
chr4	162348508	1	  0.000000
chr4	162358508	1	  0.000000
chr4	162368508	1	  3.587097
chr4	162378508	1	  3.583095
chr4	162388508	1	  0.000000
chr4	162398508	1	  0.000000
chr4	162408508	1	  0.000000
chr4	162418508	1	  0.621477
chr4	162428508	1	  3.479714
chr4	162438508	1	  2.354026
chr4	162448508	1	  0.765365
chr4	162458508	1	 22.788616
chr4	162468508	1	  2.030381
chr4	162478508	1	  0.000000
chr4	162488508	1	  0.555868
chr4	162498508	1	  0.516317
chr4	162508508	1	  0.628442
chr4	162518508	1	  0.304065
chr4	162528508	1	  0.592383
chr4	162538508	1	  0.329537
chr4	162548508	1	  0.007264
chr4	162558508	1	  0.007264
chr4	162568508	1	  0.007264
chr4	162578508	1	  0.177195
chr4	162588508	1	  0.627564
chr4	162598508	1	  0.754688
chr4	162608508	1	  0.453357
chr4	162618508	1	  0.227224
chr4	162628508	1	  0.000000
chr4	162638508	1	  0.000000
chr4	162648508	1	  0.000000
chr4	162658508	1	  0.676682
chr4	162668508	1	  0.496902
chr4	162678508	1	  0.396575
chr4	162688508	1	  0.000000
chr4	162698508	1	  0.000000
chr4	162708508	1	  0.338686
chr4	162718508	1	  2.369597
chr4	162728508	1	  1.838896
chr4	162738508	1	  0.668574
chr4	162748508	1	  0.008060
chr4	162758508	1	  0.123436
chr4	162768508	1	  0.108986
chr4	162778508	1	  0.078097
chr4	162788508	1	  0.078097
chr4	162798508	1	  0.123329
chr4	162808508	1	  0.126775
chr4	162818508	1	  0.000000
chr4	162828508	1	  0.000000
chr4	162838508	1	  0.000000
chr4	162848508	1	  1.983512
chr4	162858508	1	  3.003894
chr4	162868508	1	  0.993796
chr4	162878508	1	  0.000000
chr4	162888508	1	  0.000000
chr4	162898508	1	  0.000000
chr4	162908508	1	  0.000000
chr4	162918508	1	  0.000000
chr4	162928508	1	  0.000000
chr4	162938508	1	  0.000000
chr4	162948508	1	  0.330491
chr4	162958508	1	 11.971873
chr4	162968508	1	  0.413816
chr4	162978508	1	  0.246360
chr4	162988508	1	  0.246360
chr4	162998508	1	  0.009454
chr4	163008508	1	  0.002591
chr4	163018508	1	  0.003012
chr4	163028508	1	  0.001909
chr4	163038508	1	  0.000000
chr4	163048508	1	  0.000000
chr4	163058508	1	  0.000000
chr4	163068508	1	  0.000000
chr4	163078508	1	  0.000000
chr4	163088508	1	  0.000000
chr4	163098508	1	  0.000000
chr4	163108508	1	  0.000000
chr4	163118508	1	  0.000000
chr4	163128508	1	  0.000000
chr4	163138508	1	  0.000000
chr4	163148508	1	  0.000000
chr4	163158508	1	  0.000000
chr4	163168508	1	  0.000000
chr4	163178508	1	  0.000000
chr4	163188508	1	  0.000000
chr4	163198508	1	  0.000000
chr4	163208508	1	  0.000000
chr4	163218508	1	  0.000000
chr4	163228508	1	  0.000000
chr4	163238508	1	  0.000000
chr4	163248508	1	  0.000000
chr4	163258508	1	  0.000000
chr4	163268508	1	  0.000000
chr4	163278508	1	  0.000000
chr4	163288508	1	  0.000000
chr4	163298508	1	  0.000000
chr4	163308508	1	  0.000000
chr4	163318508	1	  0.000000
chr4	163328508	1	  0.000000
chr4	163338508	1	  0.000000
chr4	163348508	1	  0.000000
chr4	163358508	1	  0.000000
chr4	163368508	1	  0.000000
chr4	163378508	1	  0.055361
chr4	163388508	1	  0.123161
chr4	163398508	1	  5.569656
chr4	163408508	1	  0.791229
chr4	163418508	1	  0.000000
chr4	163428508	1	  0.000000
chr4	163438508	1	  0.000000
chr4	163448508	1	  0.726302
chr4	163458508	1	  6.427035
chr4	163468508	1	  3.291458
chr4	163478508	1	  1.177409
chr4	163488508	1	  0.738809
chr4	163498508	1	  0.000000
chr4	163508508	1	  0.000000
chr4	163518508	1	  0.000000
chr4	163528508	1	  0.000000
chr4	163538508	1	  2.058943
chr4	163548508	1	  1.852357
chr4	163558508	1	  0.923847
chr4	163568508	1	  0.584853
chr4	163578508	1	  0.000000
chr4	163588508	1	  0.000000
chr4	163598508	1	  0.000000
chr4	163608508	1	  0.000000
chr4	163618508	1	  0.000000
chr4	163628508	1	  3.309397
chr4	163638508	1	  3.800847
chr4	163648508	1	  3.334103
chr4	163658508	1	  0.000109
chr4	163668508	1	  3.870026
chr4	163678508	1	  2.950883
chr4	163688508	1	  0.020172
chr4	163698508	1	  0.020172
chr4	163708508	1	  0.003769
chr4	163718508	1	  0.001316
chr4	163728508	1	  0.001478
chr4	163738508	1	  0.001478
chr4	163748508	1	  0.001478
chr4	163758508	1	  0.000901
chr4	163768508	1	  0.000000
chr4	163778508	1	  0.000000
chr4	163788508	1	  0.000000
chr4	163798508	1	  0.000000
chr4	163808508	1	  0.000000
chr4	163818508	1	  0.000000
chr4	163828508	1	  0.000000
chr4	163838508	1	  0.000000
chr4	163848508	1	  0.000000
chr4	163858508	1	  0.000000
chr4	163868508	1	  0.000000
chr4	163878508	1	  0.000000
chr4	163888508	1	  0.000000
chr4	163898508	1	  0.000000
chr4	163908508	1	  0.000000
chr4	163918508	1	  0.000000
chr4	163928508	1	  0.000000
chr4	163938508	1	  0.000000
chr4	163948508	1	  2.741530
chr4	163958508	1	  3.027308
chr4	163968508	1	  1.679853
chr4	163978508	1	  0.000000
chr4	163988508	1	  0.000000
chr4	163998508	1	  0.000000
chr4	164008508	1	  4.577456
chr4	164018508	1	 11.093325
chr4	164028508	1	  0.000000
chr4	164038508	1	  2.006403
chr4	164048508	1	  2.992845
chr4	164058508	1	  0.452818
chr4	164068508	1	  0.000864
chr4	164078508	1	  1.554479
chr4	164088508	1	  1.734665
chr4	164098508	1	  0.000000
chr4	164108508	1	  0.000000
chr4	164118508	1	  0.000000
chr4	164128508	1	  0.000000
chr4	164138508	1	  0.000001
chr4	164148508	1	  0.000001
chr4	164158508	1	  6.087306
chr4	164168508	1	  3.618887
chr4	164178508	1	  1.856118
chr4	164188508	1	  0.316587
chr4	164198508	1	  1.006036
chr4	164208508	1	  5.209401
chr4	164218508	1	 17.890477
chr4	164228508	1	  0.000000
chr4	164238508	1	  0.000000
chr4	164248508	1	  0.000000
chr4	164258508	1	  0.000000
chr4	164268508	1	  0.000000
chr4	164278508	1	  0.000000
chr4	164288508	1	  0.000000
chr4	164298508	1	  0.000000
chr4	164308508	1	  0.184231
chr4	164318508	1	  0.924854
chr4	164328508	1	  0.924854
chr4	164338508	1	  0.072694
chr4	164348508	1	  0.000000
chr4	164358508	1	  0.000000
chr4	164368508	1	  0.000000
chr4	164378508	1	  0.000000
chr4	164388508	1	  3.460756
chr4	164398508	1	  8.415978
chr4	164408508	1	  0.000000
chr4	164418508	1	  0.000000
chr4	164428508	1	  0.000000
chr4	164438508	1	  0.000000
chr4	164448508	1	  0.099953
chr4	164458508	1	  0.280594
chr4	164468508	1	  0.266191
chr4	164478508	1	  4.864000
chr4	164488508	1	  4.785454
chr4	164498508	1	  0.206228
chr4	164508508	1	  0.166442
chr4	164518508	1	  0.003670
chr4	164528508	1	  0.004706
chr4	164538508	1	  0.012051
chr4	164548508	1	  0.012961
chr4	164558508	1	  0.006450
chr4	164568508	1	  0.084181
chr4	164578508	1	  0.113267
chr4	164588508	1	  0.147399
chr4	164598508	1	  0.060111
chr4	164608508	1	  0.000000
chr4	164618508	1	  0.000000
chr4	164628508	1	  1.712284
chr4	164638508	1	  0.602554
chr4	164648508	1	  0.000000
chr4	164658508	1	  0.000000
chr4	164668508	1	  0.000000
chr4	164678508	1	  0.666918
chr4	164688508	1	  1.403743
chr4	164698508	1	  0.681716
chr4	164708508	1	  0.263047
chr4	164718508	1	  0.000000
chr4	164728508	1	  0.000000
chr4	164738508	1	  1.011481
chr4	164748508	1	  0.000000
chr4	164758508	1	  0.000000
chr4	164768508	1	  0.000000
chr4	164778508	1	  0.000000
chr4	164788508	1	  2.231629
chr4	164798508	1	  5.559986
chr4	164808508	1	  0.566140
chr4	164818508	1	  0.621812
chr4	164828508	1	  0.002080
chr4	164838508	1	  0.002080
chr4	164848508	1	  0.000773
chr4	164858508	1	  0.000000
chr4	164868508	1	  0.076483
chr4	164878508	1	  0.675642
chr4	164888508	1	  0.286377
chr4	164898508	1	  0.148414
chr4	164908508	1	  0.207090
chr4	164918508	1	  0.201063
chr4	164928508	1	  1.104970
chr4	164938508	1	  0.732354
chr4	164948508	1	  0.000000
chr4	164958508	1	  0.000000
chr4	164968508	1	  0.000000
chr4	164978508	1	  0.379394
chr4	164988508	1	  0.679066
chr4	164998508	1	 12.105885
chr4	165008508	1	  2.054379
chr4	165018508	1	  0.000000
chr4	165028508	1	  0.000000
chr4	165038508	1	  0.361708
chr4	165048508	1	  0.948122
chr4	165058508	1	  0.948122
chr4	165068508	1	  0.088270
chr4	165078508	1	  0.000000
chr4	165088508	1	  0.000000
chr4	165098508	1	  0.000000
chr4	165108508	1	  0.000000
chr4	165118508	1	  0.000000
chr4	165128508	1	  0.513177
chr4	165138508	1	  0.585190
chr4	165148508	1	  1.294788
chr4	165158508	1	  0.906610
chr4	165168508	1	  0.000000
chr4	165178508	1	  0.000000
chr4	165188508	1	  1.698164
chr4	165198508	1	  2.881174
chr4	165208508	1	  2.165779
chr4	165218508	1	  0.000000
chr4	165228508	1	  0.000000
chr4	165238508	1	  0.000000
chr4	165248508	1	  0.000000
chr4	165258508	1	  0.000000
chr4	165268508	1	  0.000000
chr4	165278508	1	  0.000000
chr4	165288508	1	  0.000000
chr4	165298508	1	  0.000000
chr4	165308508	1	  0.000000
chr4	165318508	1	  0.000000
chr4	165328508	1	  0.456408
chr4	165338508	1	  0.913914
chr4	165348508	1	  0.666426
chr4	165358508	1	  0.000000
chr4	165368508	1	  0.000000
chr4	165378508	1	  0.000000
chr4	165388508	1	  0.000000
chr4	165398508	1	  0.761365
chr4	165408508	1	  1.026098
chr4	165418508	1	  1.110087
chr4	165428508	1	  1.730959
chr4	165438508	1	  1.730959
chr4	165448508	1	  3.075390
chr4	165458508	1	  0.157239
chr4	165468508	1	  0.000100
chr4	165478508	1	  0.000007
chr4	165488508	1	  0.000000
chr4	165498508	1	  0.000000
chr4	165508508	1	  0.000000
chr4	165518508	1	  0.000000
chr4	165528508	1	  0.000000
chr4	165538508	1	  0.000000
chr4	165548508	1	  0.450798
chr4	165558508	1	  0.919996
chr4	165568508	1	  0.227515
chr4	165578508	1	  0.690451
chr4	165588508	1	  0.068189
chr4	165598508	1	  0.000000
chr4	165608508	1	  0.000000
chr4	165618508	1	  0.000000
chr4	165628508	1	  0.766671
chr4	165638508	1	  1.662339
chr4	165648508	1	  1.662339
chr4	165658508	1	  1.662339
chr4	165668508	1	  0.896001
chr4	165678508	1	  0.060274
chr4	165688508	1	  5.479435
chr4	165698508	1	  5.479435
chr4	165708508	1	  4.359351
chr4	165718508	1	  0.179653
chr4	165728508	1	  0.010543
chr4	165738508	1	  2.233622
chr4	165748508	1	  2.830228
chr4	165758508	1	  2.830228
chr4	165768508	1	  2.830228
chr4	165778508	1	  2.830228
chr4	165788508	1	  0.129341
chr4	165798508	1	  0.000000
chr4	165808508	1	  0.000000
chr4	165818508	1	  6.129289
chr4	165828508	1	  1.833122
chr4	165838508	1	  0.025579
chr4	165848508	1	  0.000000
chr4	165858508	1	  0.000000
chr4	165868508	1	  1.337285
chr4	165878508	1	  0.088592
chr4	165888508	1	  0.000232
chr4	165898508	1	  0.000474
chr4	165908508	1	  0.000474
chr4	165918508	1	  2.471903
chr4	165928508	1	  2.342784
chr4	165938508	1	  1.550433
chr4	165948508	1	  0.048161
chr4	165958508	1	  1.434714
chr4	165968508	1	  9.864942
chr4	165978508	1	  0.000017
chr4	165988508	1	  6.333307
chr4	165998508	1	  0.647852
chr4	166008508	1	  0.249454
chr4	166018508	1	  1.902578
chr4	166028508	1	  4.503143
chr4	166038508	1	  2.917715
chr4	166048508	1	  5.693057
chr4	166058508	1	  2.234619
chr4	166068508	1	  0.682859
chr4	166078508	1	  0.000000
chr4	166088508	1	  0.000000
chr4	166098508	1	  0.000000
chr4	166108508	1	  0.000000
chr4	166118508	1	  0.000000
chr4	166128508	1	  0.000000
chr4	166138508	1	  0.000000
chr4	166148508	1	  0.000000
chr4	166158508	1	  0.000000
chr4	166168508	1	  0.970570
chr4	166178508	1	  2.868962
chr4	166188508	1	  0.309559
chr4	166198508	1	  0.069062
chr4	166208508	1	  0.508167
chr4	166218508	1	  0.795270
chr4	166228508	1	  1.287045
chr4	166238508	1	  5.045699
chr4	166248508	1	  1.072455
chr4	166258508	1	  0.000011
chr4	166268508	1	  2.317877
chr4	166278508	1	  2.672553
chr4	166288508	1	  0.859836
chr4	166298508	1	  0.018029
chr4	166308508	1	  0.018029
chr4	166318508	1	  0.018029
chr4	166328508	1	  0.301876
chr4	166338508	1	  0.255421
chr4	166348508	1	  1.500009
chr4	166358508	1	  0.000000
chr4	166368508	1	  0.000000
chr4	166378508	1	  0.000000
chr4	166388508	1	  0.066923
chr4	166398508	1	  0.182450
chr4	166408508	1	  0.182450
chr4	166418508	1	  0.182450
chr4	166428508	1	  0.182450
chr4	166438508	1	  0.182450
chr4	166448508	1	  0.179933
chr4	166458508	1	  0.046410
chr4	166468508	1	  1.302402
chr4	166478508	1	  1.942379
chr4	166488508	1	  2.177384
chr4	166498508	1	  1.860139
chr4	166508508	1	  0.000000
chr4	166518508	1	  1.394383
chr4	166528508	1	  1.978329
chr4	166538508	1	  2.080659
chr4	166548508	1	  0.386242
chr4	166558508	1	  0.012862
chr4	166568508	1	  0.000000
chr4	166578508	1	  0.021901
chr4	166588508	1	  0.167440
chr4	166598508	1	  0.167440
chr4	166608508	1	  0.453428
chr4	166618508	1	  4.056775
chr4	166628508	1	  0.000003
chr4	166638508	1	  0.000002
chr4	166648508	1	  0.000000
chr4	166658508	1	  0.000000
chr4	166668508	1	  1.434899
chr4	166678508	1	  0.000013
chr4	166688508	1	  0.000030
chr4	166698508	1	  0.202989
chr4	166708508	1	  0.000000
chr4	166718508	1	  5.698844
chr4	166728508	1	  0.000000
chr4	166738508	1	  0.000000
chr4	166748508	1	  0.495923
chr4	166758508	1	  1.758170
chr4	166768508	1	  0.534506
chr4	166778508	1	  0.000000
chr4	166788508	1	  0.000000
chr4	166798508	1	  0.000000
chr4	166808508	1	  1.144839
chr4	166818508	1	  8.019517
chr4	166828508	1	  0.935657
chr4	166838508	1	  0.935657
chr4	166848508	1	  0.487571
chr4	166858508	1	  0.000000
chr4	166868508	1	  0.000000
chr4	166878508	1	  0.293742
chr4	166888508	1	  1.648837
chr4	166898508	1	  0.995046
chr4	166908508	1	  1.892082
chr4	166918508	1	  1.892082
chr4	166928508	1	  1.892082
chr4	166938508	1	  1.892082
chr4	166948508	1	  1.892082
chr4	166958508	1	  0.014001
chr4	166968508	1	  0.000000
chr4	166978508	1	  0.000041
chr4	166988508	1	  0.000013
chr4	166998508	1	  0.000013
chr4	167008508	1	  0.419091
chr4	167018508	1	  4.524587
chr4	167028508	1	  0.096035
chr4	167038508	1	  0.000000
chr4	167048508	1	  0.000000
chr4	167058508	1	  0.000000
chr4	167068508	1	  0.000000
chr4	167078508	1	  0.142094
chr4	167088508	1	  1.186676
chr4	167098508	1	  1.186676
chr4	167108508	1	  0.652987
chr4	167118508	1	  1.018630
chr4	167128508	1	  1.088472
chr4	167138508	1	  1.098041
chr4	167148508	1	  1.098041
chr4	167158508	1	  3.532543
chr4	167168508	1	  2.591026
chr4	167178508	1	  1.469256
chr4	167188508	1	  1.306366
chr4	167198508	1	  0.306585
chr4	167208508	1	  0.386943
chr4	167218508	1	  0.093567
chr4	167228508	1	  0.000000
chr4	167238508	1	 13.245942
chr4	167248508	1	  0.402911
chr4	167258508	1	  0.486336
chr4	167268508	1	  0.000000
chr4	167278508	1	  0.000000
chr4	167288508	1	  0.000000
chr4	167298508	1	  0.262202
chr4	167308508	1	  5.428613
chr4	167318508	1	  5.428613
chr4	167328508	1	  2.390630
chr4	167338508	1	  0.000263
chr4	167348508	1	  0.153602
chr4	167358508	1	  0.040495
chr4	167368508	1	  0.000000
chr4	167378508	1	  0.000000
chr4	167388508	1	  0.000000
chr4	167398508	1	  0.000000
chr4	167408508	1	  0.000000
chr4	167418508	1	  0.000000
chr4	167428508	1	  0.000000
chr4	167438508	1	  0.000000
chr4	167448508	1	  0.000000
chr4	167458508	1	  0.000000
chr4	167468508	1	  0.439021
chr4	167478508	1	  0.444774
chr4	167488508	1	  0.415259
chr4	167498508	1	  0.415259
chr4	167508508	1	  0.029027
chr4	167518508	1	  0.000000
chr4	167528508	1	  0.000000
chr4	167538508	1	  0.109270
chr4	167548508	1	  1.082954
chr4	167558508	1	  1.082954
chr4	167568508	1	  1.082954
chr4	167578508	1	  0.347195
chr4	167588508	1	  0.000001
chr4	167598508	1	  0.000000
chr4	167608508	1	  0.000000
chr4	167618508	1	  0.000000
chr4	167628508	1	  0.071877
chr4	167638508	1	  0.483694
chr4	167648508	1	  0.483694
chr4	167658508	1	  0.483694
chr4	167668508	1	  1.029695
chr4	167678508	1	  0.965638
chr4	167688508	1	  0.000000
chr4	167698508	1	  0.000000
chr4	167708508	1	  0.000000
chr4	167718508	1	  0.480002
chr4	167728508	1	  1.394138
chr4	167738508	1	  1.394138
chr4	167748508	1	  0.863946
chr4	167758508	1	  0.418624
chr4	167768508	1	  0.418624
chr4	167778508	1	  0.418624
chr4	167788508	1	  0.418624
chr4	167798508	0	  0.418624
chr4	167808508	0	  0.418624
chr4	167818508	0	  0.418624
chr4	167828508	0	  0.418624
chr4	167838508	1	  0.418624
chr4	167848508	1	  0.418624
chr4	167858508	1	  0.418624
chr4	167868508	1	  8.953680
chr4	167878508	1	 31.787317
chr4	167888508	1	  9.696532
chr4	167898508	1	  2.332016
chr4	167908508	1	  0.000000
chr4	167918508	1	  0.000000
chr4	167928508	1	  0.000000
chr4	167938508	1	  0.693267
chr4	167948508	1	  0.991657
chr4	167958508	1	  0.760105
chr4	167968508	1	  0.000000
chr4	167978508	1	  0.000000
chr4	167988508	1	  0.000000
chr4	167998508	1	  0.000000
chr4	168008508	1	  0.000000
chr4	168018508	1	  0.000000
chr4	168028508	1	  0.000000
chr4	168038508	1	  0.000000
chr4	168048508	1	  0.000000
chr4	168058508	1	  0.000000
chr4	168068508	1	  0.000000
chr4	168078508	1	  3.423210
chr4	168088508	1	  2.780425
chr4	168098508	1	  2.849137
chr4	168108508	1	  0.000000
chr4	168118508	1	  0.000000
chr4	168128508	1	  0.000000
chr4	168138508	1	  0.000000
chr4	168148508	1	  0.000000
chr4	168158508	1	  0.000000
chr4	168168508	1	  0.290795
chr4	168178508	1	  0.741257
chr4	168188508	1	  0.741257
chr4	168198508	1	  0.408952
chr4	168208508	1	  0.000333
chr4	168218508	1	  0.000333
chr4	168228508	1	  0.000292
chr4	168238508	1	  0.000000
chr4	168248508	1	  0.000000
chr4	168258508	1	  0.000000
chr4	168268508	1	  0.000000
chr4	168278508	1	  0.653005
chr4	168288508	1	  0.021874
chr4	168298508	1	  0.215446
chr4	168308508	1	  0.535024
chr4	168318508	1	  0.000000
chr4	168328508	1	  0.000000
chr4	168338508	1	  0.000000
chr4	168348508	1	  0.000000
chr4	168358508	1	  0.000000
chr4	168368508	1	  0.000000
chr4	168378508	1	  0.000000
chr4	168388508	1	  0.014097
chr4	168398508	1	  0.091528
chr4	168408508	1	  0.835066
chr4	168418508	1	  0.000000
chr4	168428508	1	  0.000000
chr4	168438508	1	  0.000000
chr4	168448508	1	  0.457936
chr4	168458508	1	  1.807753
chr4	168468508	1	  1.801968
chr4	168478508	1	  0.000000
chr4	168488508	1	  0.000000
chr4	168498508	1	  0.000000
chr4	168508508	1	  0.000000
chr4	168518508	1	  0.000000
chr4	168528508	1	  0.983392
chr4	168538508	1	  0.703679
chr4	168548508	1	  1.082246
chr4	168558508	1	  0.948933
chr4	168568508	1	  0.028506
chr4	168578508	1	  0.000001
chr4	168588508	1	  0.755761
chr4	168598508	1	  0.074783
chr4	168608508	1	  0.000000
chr4	168618508	1	  0.000000
chr4	168628508	1	  0.000000
chr4	168638508	1	 11.441814
chr4	168648508	1	  0.000000
chr4	168658508	1	  0.000000
chr4	168668508	1	  0.000000
chr4	168678508	1	  0.000000
chr4	168688508	1	  0.000000
chr4	168698508	1	  0.000000
chr4	168708508	1	  0.769216
chr4	168718508	1	  1.739128
chr4	168728508	1	  1.739128
chr4	168738508	1	  0.816347
chr4	168748508	1	  0.000000
chr4	168758508	1	  0.000000
chr4	168768508	1	  0.203928
chr4	168778508	1	  0.655506
chr4	168788508	1	  0.221132
chr4	168798508	1	  0.000044
chr4	168808508	1	  0.000043
chr4	168818508	1	  0.000000
chr4	168828508	1	  2.450106
chr4	168838508	1	  0.000000
chr4	168848508	1	  0.705083
chr4	168858508	1	 31.467281
chr4	168868508	1	  0.000865
chr4	168878508	1	  0.000375
chr4	168888508	1	  0.000000
chr4	168898508	1	  0.000000
chr4	168908508	1	  0.000000
chr4	168918508	1	  0.000000
chr4	168928508	1	  0.000000
chr4	168938508	1	  0.000000
chr4	168948508	1	  0.000000
chr4	168958508	1	  0.000000
chr4	168968508	1	  0.000000
chr4	168978508	1	  0.000000
chr4	168988508	1	  0.000000
chr4	168998508	1	  0.000000
chr4	169008508	1	  0.000000
chr4	169018508	1	  0.000000
chr4	169028508	1	  0.000000
chr4	169038508	1	  0.000000
chr4	169048508	1	  0.000000
chr4	169058508	1	  0.000000
chr4	169068508	1	  0.000000
chr4	169078508	1	  0.000000
chr4	169088508	1	  1.372482
chr4	169098508	1	  3.991137
chr4	169108508	1	  1.803382
chr4	169118508	1	  2.236844
chr4	169128508	1	  1.974416
chr4	169138508	1	  1.315071
chr4	169148508	1	  1.315071
chr4	169158508	1	  0.614138
chr4	169168508	1	  0.012519
chr4	169178508	1	  0.242151
chr4	169188508	1	  0.242151
chr4	169198508	1	  0.242151
chr4	169208508	1	  1.054658
chr4	169218508	1	  1.720911
chr4	169228508	1	  0.484956
chr4	169238508	1	  0.334311
chr4	169248508	1	  0.501910
chr4	169258508	1	  0.627177
chr4	169268508	1	  0.000005
chr4	169278508	1	  0.000005
chr4	169288508	1	  0.000002
chr4	169298508	1	  0.050789
chr4	169308508	1	  0.094505
chr4	169318508	1	  0.131858
chr4	169328508	1	  0.152763
chr4	169338508	1	  0.083740
chr4	169348508	1	  0.104059
chr4	169358508	1	  0.104059
chr4	169368508	1	  0.104059
chr4	169378508	1	  0.104059
chr4	169388508	1	  0.117076
chr4	169398508	1	  0.236206
chr4	169408508	1	  0.236206
chr4	169418508	1	  0.097813
chr4	169428508	1	  0.042953
chr4	169438508	1	  0.650024
chr4	169448508	1	  1.419111
chr4	169458508	1	  0.618448
chr4	169468508	1	  0.000000
chr4	169478508	1	  0.000000
chr4	169488508	1	  0.000000
chr4	169498508	1	  0.069256
chr4	169508508	1	  0.096457
chr4	169518508	1	  0.541225
chr4	169528508	1	  0.143334
chr4	169538508	1	  0.015294
chr4	169548508	1	  0.074455
chr4	169558508	1	  0.578320
chr4	169568508	1	  0.000000
chr4	169578508	1	  8.718717
chr4	169588508	1	  0.000001
chr4	169598508	1	  0.000000
chr4	169608508	1	  0.000000
chr4	169618508	1	  0.000000
chr4	169628508	1	  0.000000
chr4	169638508	1	  0.000000
chr4	169648508	1	  4.336424
chr4	169658508	1	  9.701555
chr4	169668508	1	  4.127874
chr4	169678508	1	  0.000000
chr4	169688508	1	  0.000000
chr4	169698508	1	  1.256176
chr4	169708508	1	  1.411147
chr4	169718508	1	  1.000910
chr4	169728508	1	  0.775252
chr4	169738508	1	  1.985790
chr4	169748508	1	  0.000000
chr4	169758508	1	  0.000000
chr4	169768508	1	  1.945046
chr4	169778508	1	  0.440393
chr4	169788508	1	  0.970468
chr4	169798508	1	  0.000000
chr4	169808508	1	 16.623208
chr4	169818508	1	  9.149088
chr4	169828508	1	  3.072557
chr4	169838508	1	  0.824187
chr4	169848508	1	  0.001480
chr4	169858508	1	  0.000002
chr4	169868508	1	  0.000001
chr4	169878508	1	  0.000000
chr4	169888508	1	  0.000000
chr4	169898508	1	  0.000000
chr4	169908508	1	  0.475140
chr4	169918508	1	  5.273476
chr4	169928508	1	  3.772658
chr4	169938508	1	  0.950887
chr4	169948508	1	  2.330609
chr4	169958508	1	  0.015515
chr4	169968508	1	  0.000016
